casenumber,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer,unique_id,violent_cat,property_cat
2023-00067442,0 Block KELLEY ST,2023-08-22T12:26:00.000,8,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,NEastman,2023-00067442-001,None,None
2023-00501903,BROAD ST,2023-08-22T10:30:35.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501903-001,None,None
2023-00067266,MANTON AVE,2023-08-21T19:20:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00067266-001,None,None
2023-00067228,FULTON ST  &  ARCADE ST,2023-08-21T16:57:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00067228-001,None,Larceny-theft
2023-00067188,ALLENS AVE,2023-08-21T15:03:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00067188-001,None,None
2023-00066904,FRIENDSHIP ST & JOHN PARRINGTON,2023-08-20T18:55:00.000,8,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DPalumbo,2023-00066904-001,None,None
2023-00501880,ATWELLS AVE,2023-08-20T04:26:30.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501880-001,None,None
2023-00066552,HAWKINS ST  &  STATE 146,2023-08-19T20:36:46.000,8,2023,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,FLopez,2023-00066552-001,None,None
2023-00065914,0 Block THOMAS SPANN WAY,2023-08-17T18:52:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,TSavard,2023-00065914-001,None,None
2023-00065816,TINGLEY STREET,2023-08-17T13:46:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00065816-001,None,Larceny-theft
2023-00064787,MARLBOROUGH AVE,2023-08-13T23:53:00.000,8,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,MPesola,2023-00064787-001,None,None
2023-00064481,FRIENDSHIP ST,2023-08-13T03:47:00.000,8,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station,2023-00064481-001,None,Larceny-theft
2023-00064481,FRIENDSHIP ST,2023-08-13T03:47:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00064481-002,None,None
2023-00501835,FRIENDSHIP ST,2023-08-13T02:46:51.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501835-001,None,Larceny-theft
2023-00501834,CORNER OF SPRUCE AND DALE,2023-08-12T23:35:12.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501834-001,None,Larceny-theft
2023-00501832,SPRUCE,2023-08-12T22:20:51.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501832-001,None,None
2023-00064140,0 Block KELLEY ST,2023-08-12T10:32:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DRosso,2023-00064140-001,None,None
2023-00064140,0 Block KELLEY ST,2023-08-12T10:32:00.000,8,2023,Burglary,11-8-2.3,B&E DWELLING OF PERSON OVER 60,1,DRosso,2023-00064140-002,None,Burglary
2023-00501823,400 Block ELM ST,2023-08-12T03:18:40.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501823-001,None,None
2023-00501804,300 Block CORLISS ST,2023-08-09T19:33:46.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501804-001,None,Larceny-theft
2023-00063285,NIAGARA ST,2023-08-09T16:41:00.000,8,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00063285-001,None,None
2023-00063213,SMITH ST,2023-08-09T12:59:00.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station,2023-00063213-001,None,None
2023-00063185,NEWBURY ST,2023-08-09T10:48:00.000,8,2023,Assistance Rendered,Not Used,No Violations,0,TCalandra,2023-00063185-001,None,None
2023-00063141,S MAIN ST,2023-08-09T03:33:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00063141-001,None,None
2023-00063053,0 Block KELLEY ST,2023-08-08T17:29:00.000,8,2023,Tresspassing,11-44-26,WILLFUL TRESPASS,1,MFigueroa,2023-00063053-001,None,None
2023-00062967,SMITH STREET,2023-08-08T10:41:00.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00062967-001,None,Larceny-theft
2023-00501793,SPRUCE ST,2023-08-08T00:15:26.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501793-001,None,None
2023-00062632,0 Block PLEASANT VALLEY,2023-08-07T00:01:32.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSans-Souci,2023-00062632-001,None,Larceny-theft
2023-00501782,0 Block LUONGO SQ,2023-08-05T13:20:15.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501782-001,None,Larceny-theft
2023-00501781,SPRUCE ST,2023-08-05T03:12:49.000,8,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501781-001,None,Larceny-theft
2023-00061631,DUPONT AVE,2023-08-04T09:03:16.000,8,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ADeschamps,2023-00061631-001,None,None
2023-00061567,FINANCE WAY &  FRANCIS ST,2023-08-04T00:14:00.000,8,2023,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,3,NAyala,2023-00061567-001,None,None
2023-00501775,CLIFFORD ST,2023-08-03T16:42:13.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501775-001,None,None
2023-00061411,CRANSTON ST,2023-08-03T14:03:00.000,8,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EAlarcon,2023-00061411-001,None,None
2023-00061345,0 Block ROGER WILLIAMS GRN,2023-08-03T07:44:00.000,8,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KPoplaski,2023-00061345-001,None,None
2023-00501767,0 Block PROVIDENCE,2023-08-02T17:10:24.000,8,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501767-001,None,Larceny-theft
2023-00060991,FILLMORE ST,2023-08-01T21:31:00.000,8,2023,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,ABrodeur,2023-00060991-001,None,None
2023-00060991,FILLMORE ST,2023-08-01T21:31:00.000,8,2023,RI Statute Violation,11-32-1,OBSTRUCTING OFFICER IN EXECUTION OF DUTY,1,ABrodeur,2023-00060991-002,None,None
2023-00060300,WALDO ST,2023-07-30T17:56:00.000,7,2023,Malicious Mischief,Not Used,No violations,0,Central Station,2023-00060300-001,None,None
2023-00501741,ALDRICH ST,2023-07-30T04:34:45.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501741-001,None,Larceny-theft
2023-00060087,BROAD ST,2023-07-30T02:00:00.000,7,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,WSherrill,2023-00060087-001,None,None
2023-00501739,MAGNOLIA ST,2023-07-30T01:46:25.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501739-001,None,None
2023-00059772,CASS ST,2023-07-29T01:42:00.000,7,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,WSherrill,2023-00059772-001,None,None
2023-00501733,"100 Block CALVERLEY ST, PROVIDENCE, ST",2023-07-28T22:45:08.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501733-001,None,Larceny-theft
2023-00059573,BRANCH AVE,2023-07-28T13:33:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00059573-001,None,None
2023-00059272,PARKIS AVE,2023-07-27T12:20:00.000,7,2023,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,JNajarian,2023-00059272-001,None,None
2023-00059272,PARKIS AVE,2023-07-27T12:20:00.000,7,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,JNajarian,2023-00059272-002,None,Motor Vehicle Theft
2023-00059052,ELMWOOD AVE  &  STANWOOD ST,2023-07-26T17:37:00.000,7,2023,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,RBallinger,2023-00059052-001,None,None
2023-00058762,1500 Block ELMWOOD,2023-07-25T16:46:00.000,7,2023,Malicious Mischief,Not Used,No violations,0,Central Station,2023-00058762-001,None,None
2023-00058717,CHAPIN AVE &  SERVICE 1 RD,2023-07-25T13:41:00.000,7,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ESoloman,2023-00058717-001,None,None
2023-00058189,DUKE ST,2023-07-23T19:03:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00058189-001,None,Larceny-theft
2023-00058158,DUKE ST,2023-07-23T17:13:00.000,7,2023,Property Damage,Not Used,No violations,0,Central Station,2023-00058158-001,None,None
2023-00058142,0 Block PLEASANT VALLEY PKY,2023-07-23T16:10:00.000,7,2023,Narcotics Violation,Not Used,"Under Investigation, Offense Pending",0,IQuinn,2023-00058142-001,None,None
2023-00501685,SPRUCE ST,2023-07-22T01:31:13.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia,2023-00501685-001,None,Larceny-theft
2023-00501683,FRANCIS ST.,2023-07-21T22:22:56.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MTroia,2023-00501683-001,None,Larceny-theft
2023-00057491,0 Block PLEASANT VALLEY PKY,2023-07-21T16:55:00.000,7,2023,Suspicious Person,Not Used,No Violations,0,MLabutti,2023-00057491-001,None,None
2023-00057492,NICHOLAS BROWN YARDS  &  OLNEY ST,2023-07-21T15:54:00.000,7,2023,Stolen Vehicle\Recovered,Not Used,No Violations,0,LGarcia Colon,2023-00057492-001,None,None
2023-00501676,CORNER OF TROY AND DIKE,2023-07-21T00:48:36.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501676-001,None,Larceny-theft
2023-00057041,0 Block BOWLET ST,2023-07-20T09:25:00.000,7,2023,Assistance Rendered,Not Used,No Violations,0,JPerez,2023-00057041-001,None,None
2023-00056806,MOORE ST,2023-07-19T15:08:00.000,7,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station,2023-00056806-001,None,Motor Vehicle Theft
2023-00056732,100 Block PECK ST,2023-07-19T10:50:28.000,7,2023,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MGammino,2023-00056732-001,None,None
2023-00056712,GAY ST & STANIFORD ST,2023-07-19T09:19:00.000,7,2023,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,ASantos,2023-00056712-001,None,Motor Vehicle Theft
2023-00056620,PARSONAGE ST,2023-07-18T23:16:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00056620-001,None,None
2023-00056620,PARSONAGE ST,2023-07-18T23:16:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,Central Station,2023-00056620-002,None,Larceny-theft
2023-00056508,BROAD ST,2023-07-18T17:33:00.000,7,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station,2023-00056508-001,None,Larceny-theft
2023-00056235,EUTAW ST,2023-07-17T20:30:00.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00056235-001,None,None
2023-00056184,BROAD ST & JOHN J PARTINGTON WAY,2023-07-17T17:11:00.000,7,2023,Municipal Code Violation,Sec. 23-24.,Obstruction of public right-of-way.,1,MCamardo,2023-00056184-001,None,None
2023-00056162,WILLOW ST,2023-07-17T16:13:00.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station,2023-00056162-001,None,Larceny-theft
2023-00501646,SUMMIT AVE,2023-07-17T13:08:09.000,7,2023,Property Damage,Not Used,No Violations,0,NField,2023-00501646-001,None,None
2023-00501643,0 Block PROVIDENCE PI,2023-07-17T10:51:27.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,NField,2023-00501643-001,None,Larceny-theft
2023-00501630,BRAYTON AVE,2023-07-15T11:24:04.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501630-001,None,None
2023-00055377,800 Block ACADEMY AVE,2023-07-15T06:37:24.000,7,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JWagnac,2023-00055377-001,None,None
2023-00501627,200 Block NW CLIFFORD ST,2023-07-15T00:43:16.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501627-001,None,None
2023-00501626,SPRUCE,2023-07-15T00:34:46.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501626-001,None,None
2023-00055101,ATWELLS AVENUE,2023-07-14T14:01:00.000,7,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00055101-001,None,None
2023-00054950,KENWOOD ST,2023-07-13T22:06:00.000,7,2023,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,NAyala,2023-00054950-001,None,Larceny-theft
2023-00054888,WOODSIDE RD,2023-07-13T18:33:00.000,7,2023,Suspicious Person,Not Used,No Violations,0,DPfeiffer,2023-00054888-001,None,None
2023-00501612,FEDERAL ST,2023-07-13T17:05:45.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501612-001,None,None
2023-00501610,OFF RAMP POINT ST,2023-07-13T15:57:38.000,7,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NField,2023-00501610-001,None,None
2023-00054818,0 Block PROVIDENCEPLACE MALL,2023-07-13T14:29:46.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JDeschamps,2023-00054818-001,None,Larceny-theft
2023-00040227,MANTON AVE &  SAN SOUCI DR,2023-05-27T20:26:00.000,5,2023,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MFigueroa,2023-00040227-001,None,None
2023-00039385,BARBARA LEONARD WAY & N MAIN ST  &  MAIN ST,2023-05-25T09:17:51.000,5,2023,Auto Towed,Not Used,Parking or MV Violation,0,MRudolph,2023-00039385-001,None,None
2023-00054174,200 Block PULASKI STREET,2023-07-10T15:00:00.000,7,2023,Narcotics Violation,Not Used,No violations,0,JDesmarais,2023-00054174-001,None,None
2023-00501580,600 Block N NO. MAIN STREET ST,2023-07-08T17:29:14.000,7,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501580-001,None,Larceny-theft
2023-00050248,2000 Block RIVER AVE,2023-06-29T10:15:00.000,6,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00050248-001,None,None
2023-00049950,0 Block THOMAS SPANN WAY,2023-06-28T09:24:00.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,TCalandra,2023-00049950-001,None,None
2023-00501503,0 Block WASHINGTON,2023-06-27T22:14:56.000,6,2023,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField,2023-00501503-001,None,Larceny-theft
2023-00501488,0 Block HAROLD,2023-06-26T17:34:49.000,6,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,NField,2023-00501488-001,None,None
2023-00048718,600 Block RESERVOIR AVE,2023-06-24T01:37:14.000,6,2023,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,DCarias,2023-00048718-001,Aggravated Assault,None
2023-00048708,0 Block PLEASANT VALLEY PKY,2023-06-24T01:19:00.000,6,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,SCampbell,2023-00048708-001,None,None
2023-00048172,1600 Block HAMILTON,2023-06-22T12:15:00.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station,2023-00048172-001,None,None
2023-00047597,0 Block RADCLIFFE ST,2023-06-20T10:53:21.000,6,2023,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,EPedchenko,2023-00047597-001,None,Burglary
2023-00046661,0 Block PLEASANT VALLEY PKY,2023-06-17T05:48:55.000,6,2023,Suspicious Person,Not Used,No Violations,0,IBarbosa,2023-00046661-001,None,None
2023-00045317,0 Block KENEDY PL,2023-06-12T20:16:43.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CMain,2023-00045317-001,None,None
2023-00045273,0 Block CITIZEN PL,2023-06-12T18:12:57.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SCerullo,2023-00045273-001,None,None
2023-00045273,0 Block CITIZEN PL,2023-06-12T18:12:57.000,6,2023,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SCerullo,2023-00045273-002,None,Larceny-theft
2023-00044584,0 Block PARK W,2023-06-10T18:27:10.000,6,2023,Fraud,Not Used,"Under Investigation, Offense Pending",0,GGenao,2023-00044584-001,None,None
2023-00044260,0 Block PROVICENCE PL,2023-06-09T18:40:53.000,6,2023,Vandalism,11-44-21,FALSE FIRE/POLICE ALARM W/INTENT & VANDALIZING - DESTRUCT/VAND,2,CMain,2023-00044260-001,None,None
2023-00043967,0 Block MASSIE ST,2023-06-08T19:42:00.000,6,2023,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,TZincone,2023-00043967-001,None,None
2023-00043635,100 Block SARATOGA ST,2023-06-07T13:49:51.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,WPognon,2023-00043635-001,None,None
2023-00043099,200 Block ONEIL ST,2023-06-05T14:09:00.000,6,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00043099-001,None,None
2023-00042644,100 Block SABIN ST,2023-06-03T22:58:00.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JLeroux,2023-00042644-001,None,None
2023-00042597,1500 Block CHALKSTON AVE AVE,2023-06-03T18:54:24.000,6,2023,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,,2023-00042597-001,None,None
2023-00041921,PROVIDENCE,2023-06-01T16:48:00.000,6,2023,Request for Assistance,Not Used,No violations,0,Central Station,2023-00041921-001,None,None
2023-00041842,200 Block PROMANEDE,2023-06-01T13:14:46.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY-3RD OFFENSE,1,EPedchenko,2023-00041842-001,None,None
2023-00041735,0 Block PLEASANT VALLEY PKY,2023-06-01T00:56:48.000,6,2023,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GSans-Souci,2023-00041735-001,None,None
2023-00501291,0 Block BOWLET ST,2023-05-31T20:40:24.000,5,2023,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,NField,2023-00501291-001,None,Larceny-theft
2023-00041618,PROVIDENCE,2023-05-31T16:34:00.000,5,2023,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station,2023-00041618-001,None,None
